ID,YP_009724390.1 surface glycoprotein [Wuhan seafood market pneumonia virus],YP_009724395.1 ORF7a protein [Wuhan seafood market pneumonia virus],YP_009724396.1 ORF8 protein [Wuhan seafood market pneumonia virus],YP_009724391.1 ORF3a protein [Wuhan seafood market pneumonia virus],YP_009724394.1 ORF6 protein [Wuhan seafood market pneumonia virus],YP_009724393.1 membrane glycoprotein [Wuhan seafood market pneumonia virus],YP_009724397.2 nucleocapsid phosphoprotein [Wuhan seafood market pneumonia virus],YP_009724392.1 envelope protein [Wuhan seafood market pneumonia virus],YP_009725255.1 ORF10 protein [Wuhan seafood market pneumonia virus],YP_009724389.1 orf1ab polyprotein [Wuhan seafood market pneumonia virus],YP_009725296.1 ORF7b [Wuhan seafood market pneumonia virus],YP_009725295.1 orf1a polyprotein [Wuhan seafood market pneumonia virus],NP_073549.1 replicase polyprotein 1ab [Human coronavirus 229E],NP_073550.1 replicase polyprotein 1a [Human coronavirus 229E],NP_073551.1 surface glycoprotein [Human coronavirus 229E],NP_073552.1 4a protein [Human coronavirus 229E],NP_073553.1 4b protein [Human coronavirus 229E],NP_073554.1 envelope protein [Human coronavirus 229E],NP_073555.1 membrane protein [Human coronavirus 229E],NP_073556.1 nucleocapsid protein [Human coronavirus 229E],YP_009047202.1 1ab polyprotein [Middle East respiratory syndrome-related coronavirus],YP_009047203.1 1A polyprotein [Middle East respiratory syndrome-related coronavirus],YP_009047204.1 spike glycoprotein [Middle East respiratory syndrome-related coronavirus],YP_009047205.1 NS3 protein [Middle East respiratory syndrome-related coronavirus],YP_009047206.1 NS4A protein [Middle East respiratory syndrome-related coronavirus],YP_009047207.1 NS4B protein [Middle East respiratory syndrome-related coronavirus],YP_009047208.1 NS5 protein [Middle East respiratory syndrome-related coronavirus],YP_009047209.1 envelope protein [Middle East respiratory syndrome-related coronavirus],YP_009047210.1 membrane protein [Middle East respiratory syndrome-related coronavirus],YP_009047211.1 nucleoprotein [Middle East respiratory syndrome-related coronavirus],YP_009047212.1 ORF8b protein [Middle East respiratory syndrome-related coronavirus],YP_003766.2 replicase polyprotein 1ab [Human coronavirus NL63],YP_003767.1 Spike protein [Human coronavirus NL63],YP_003768.1 protein 3 [Human coronavirus NL63],YP_003769.1 Envelope protein [Human coronavirus NL63],YP_003770.1 Membrane protein [Human coronavirus NL63],YP_003771.1 Nucleocapsid protein [Human coronavirus NL63],YP_009555238.1 Orf1ab [Human coronavirus OC43],YP_009555239.1 ns2 [Human coronavirus OC43],YP_009555240.1 hemagglutinin-esterase [Human coronavirus OC43],YP_009555241.1 spike surface glycoprotein [Human coronavirus OC43],YP_009555242.1 ns12.9 [Human coronavirus OC43],YP_009555243.1 envelope protein [Human coronavirus OC43],YP_009555244.1 membrane protein [Human coronavirus OC43],YP_009555245.1 nucleocapsid protein [Human coronavirus OC43],NP_828849.2 orf1ab polyprotein (pp1ab) [Severe acute respiratory syndrome-related coronavirus],NP_828850.1 orf1a polyprotein (pp1a) [Severe acute respiratory syndrome-related coronavirus],NP_828851.1 E2 glycoprotein precursor [Severe acute respiratory syndrome-related coronavirus],NP_828852.2 hypothetical protein sars3a [Severe acute respiratory syndrome-related coronavirus],NP_828853.1 hypothetical protein sars3b [Severe acute respiratory syndrome-related coronavirus],NP_828854.1 protein E [Severe acute respiratory syndrome-related coronavirus],NP_828855.1 matrix protein [Severe acute respiratory syndrome-related coronavirus],NP_828856.1 hypothetical protein sars6 [Severe acute respiratory syndrome-related coronavirus],NP_828857.1 hypothetical protein sars7a [Severe acute respiratory syndrome-related coronavirus],NP_828858.1 nucleocapsid protein [Severe acute respiratory syndrome-related coronavirus],NP_828859.1 hypothetical protein sars9b [Severe acute respiratory syndrome-related coronavirus],NP_849175.1 hypothetical protein sars7b [Severe acute respiratory syndrome-related coronavirus],NP_849176.1 hypothetical protein sars8a [Severe acute respiratory syndrome-related coronavirus],NP_849177.1 hypothetical protein sars8b [Severe acute respiratory syndrome-related coronavirus],YP_006495800.1 PA-X protein [Influenza A virus (A/goose/Guangdong/1/1996(H5N1))],YP_308664.1 polymerase [Influenza A virus (A/goose/Guangdong/1/1996(H5N1))],YP_308665.1 polymerase [Influenza A virus (A/goose/Guangdong/1/1996(H5N1))],YP_308666.1 polymerase [Influenza A virus (A/goose/Guangdong/1/1996(H5N1))],YP_308667.1 nucleocapsid protein [Influenza A virus (A/goose/Guangdong/1/1996(H5N1))],YP_308668.1 neuraminidase [Influenza A virus (A/goose/Guangdong/1/1996(H5N1))],YP_308669.1 hemagglutinin [Influenza A virus (A/goose/Guangdong/1/1996(H5N1))],YP_308670.1 matrix protein 2 [Influenza A virus (A/goose/Guangdong/1/1996(H5N1))],YP_308671.1 matrix protein 1 [Influenza A virus (A/goose/Guangdong/1/1996(H5N1))],YP_308672.1 nonstructural protein 2 [Influenza A virus (A/goose/Guangdong/1/1996(H5N1))],YP_308673.1 nonstructural protein 1 [Influenza A virus (A/goose/Guangdong/1/1996(H5N1))],YP_473348.1 PB1-F2 protein [Influenza A virus (A/goose/Guangdong/1/1996(H5N1))],NP_040978.1 matrix protein 1 [Influenza A virus (A/Puerto Rico/8/1934(H1N1))],NP_040979.2 matrix protein 2 [Influenza A virus (A/Puerto Rico/8/1934(H1N1))],NP_040980.1 haemagglutinin [Influenza A virus (A/Puerto Rico/8/1934(H1N1))],NP_040981.1 neuraminidase [Influenza A virus (A/Puerto Rico/8/1934(H1N1))],NP_040982.1 nucleoprotein [Influenza A virus (A/Puerto Rico/8/1934(H1N1))],NP_040983.1 nonstructural protein 2 [Influenza A virus (A/Puerto Rico/8/1934(H1N1))],NP_040984.1 nonstructural protein 1 [Influenza A virus (A/Puerto Rico/8/1934(H1N1))],NP_040985.1 polymerase PB1 [Influenza A virus (A/Puerto Rico/8/1934(H1N1))],NP_040986.1 polymerase PA [Influenza A virus (A/Puerto Rico/8/1934(H1N1))],NP_040987.1 polymerase PB2 [Influenza A virus (A/Puerto Rico/8/1934(H1N1))],YP_006495785.1 PA-X protein [Influenza A virus (A/Puerto Rico/8/1934(H1N1))],YP_418248.1 PB1-F2 protein [Influenza A virus (A/Puerto Rico/8/1934(H1N1))],YP_009173868.2 C0 uORF [Hepatitis B virus],YP_009173867.1 X protein [Hepatitis B virus],YP_009173871.1 small envelope protein [Hepatitis B virus],YP_009173870.1 middle envelope protein [Hepatitis B virus],YP_009173869.1 large envelope protein [Hepatitis B virus],YP_009173866.1 polymerase [Hepatitis B virus],YP_009173857.1 pre-capsid protein [Hepatitis B virus],NP_671491.1 polyprotein [Hepatitis C virus genotype 1],YP_009506357.1 polyprotein [Hepatitis C virus (isolate H77)],NP_803170.1 protein F [Hepatitis C virus genotype 1]
>3J0L:w>3J0O:w>3J0P:w>3J0Q:w>4EJT:G>5JJU:C,0.8775254,0.009907224,0.0413898,0.000804261,0.01101475,0.001548703,0.004857616,0.03739817,0.002020449,0.1255048,0.1106265,0.9041318,0.165779,0.05092173,0.03442167,0.000619977,0.07434577,0.01274722,0.00016488,0.003147214,0.01150364,0.4434267,0.6643305,0.000351781,0.000122539,0.003868627,0.000979774,0.001679368,0.000401958,0.01376563,0.001242292,0.09007723,0.08253824,0.000345881,0.04248862,0.000272394,0.001923047,0.01025569,0.003784839,0.002243717,0.005983701,0.000937846,0.000436791,0.008140856,0.000885313,0.02327445,0.1220533,0.009856593,0.000974233,0.002651055,0.000900772,0.000603199,0.01574694,0.001815632,0.008318927,0.02083712,0.003439025,0.01343636,0.000228443,0.01292989,0.008238015,0.06698796,0.04348213,0.001214802,0.000504118,0.05445537,0.000820182,0.004286984,0.001231454,0.000623063,0.001729827,0.005995025,0.000524065,0.09906673,0.001433735,0.003319973,0.000166386,0.001159158,0.1188932,0.003389638,0.002034023,0.00077763,0.000416083,0.02184318,0.000738456,0.003537155,0.0125994,0.00181455,0.002239503,0.001935338,0.7244354,0.6042427,0.004136306
>1LAJ:R>1ZR2:I&Z>1ZR4:I&O&W&Z>2A1R:C&D>3GPQ:E&F>3S4G:B>3T1H:W>4OAU:A>5WNU:a,0.891927,0.009907224,0.0413898,0.00092628,0.01266622,0.001783464,0.005591156,0.04283408,0.002029471,0.1418599,0.2203853,0.9157054,0.1862645,0.05820446,0.03944266,0.000630728,0.07434577,0.01274722,0.000189913,0.003623407,0.01322744,0.4785404,0.6950907,0.00040518,0.000141144,0.003868627,0.001128391,0.001679368,0.00046297,0.01582296,0.001242292,0.102356,0.09389535,0.000398385,0.04862705,0.000313745,0.002214429,0.01179472,0.004357086,0.002243717,0.006886111,0.000937846,0.000436791,0.009365522,0.001019617,0.02671442,0.1380296,0.01133642,0.000974233,0.003052408,0.001037419,0.000694735,0.01809495,0.001815632,0.009570124,0.02392567,0.007781557,0.01544525,0.000228443,0.01486419,0.009477157,0.06698796,0.04975664,0.001399019,0.000504118,0.06221034,0.001862024,0.004934778,0.001418194,0.000623063,0.00199199,0.006899131,0.000524065,0.1124195,0.001433735,0.003822206,0.000191648,0.001159158,0.1345192,0.003902367,0.00234218,0.000895613,0.000423299,0.02259709,0.0008505,0.004072109,0.01448499,0.002089525,0.002578711,0.002228578,0.751746,0.6375047,0.004154735
>1XMQ:W>3NGO:B>4BA2:R>5E02:C,0.9202607,0.01180785,0.04193767,0.001155926,0.01077352,0.002225152,0.007682889,0.06148918,0.002422508,0.1785938,0.222752,0.9372439,0.2313962,0.07517379,0.05351718,0.000774774,0.08751576,0.01315001,0.000226773,0.0055699,0.01732508,0.5468947,0.7783275,0.000483801,0.000156596,0.005081995,0.001259839,0.002004738,0.000552799,0.02527023,0.00123151,0.1304151,0.119945,0.000475688,0.06006343,0.000374632,0.003566017,0.01545548,0.005686364,0.003134774,0.01105748,0.000993804,0.000442823,0.0111634,0.001403485,0.03636301,0.1804294,0.01485707,0.001499733,0.003385492,0.00145011,0.000829496,0.01540369,0.001926947,0.01313079,0.02827842,0.008684419,0.01637846,0.000242473,0.02125623,0.01298312,0.08582687,0.07786152,0.001827494,0.000776235,0.0835783,0.002865024,0.006665925,0.001948702,0.000881055,0.002077549,0.009312929,0.000806941,0.1632361,0.001970048,0.005586012,0.000275828,0.001595477,0.1931516,0.005997817,0.003078268,0.001230879,0.000441511,0.02290214,0.001118317,0.004858805,0.01724853,0.002494164,0.003966229,0.003428348,0.823445,0.7074149,0.004211896
>2Q66:X>2XGJ:C&D>4I28:C>4I2B:C>4I2C:C>4I2E:C>4I2F:C>4I2G:C>4I2H:C>5HAB:C&D>5WS2:C&D,0.8179523,0.01386076,0.04341038,0.000831707,0.02280469,0.00197865,0.006029588,0.07155419,0.002994106,0.161981,0.2521225,0.8532509,0.2111342,0.06739184,0.01980864,0.000836616,0.07856471,0.01418561,0.000185085,0.004550437,0.01543167,0.3196834,0.556524,0.000360602,0.000139217,0.005972613,0.001360346,0.002357346,0.000491468,0.01895493,0.001056833,0.117642,0.05038754,0.00042291,0.06991246,0.00030577,0.002912252,0.01376353,0.005316547,0.002787785,0.009042758,0.001009445,0.000502706,0.009593519,0.001009899,0.04868853,0.2299353,0.01322975,0.001287061,0.003841783,0.001705333,0.00073749,0.01661379,0.001900233,0.01031733,0.03473837,0.01019989,0.03171667,0.000228115,0.02291539,0.01155865,0.07703397,0.06982234,0.001624971,0.000633601,0.07499687,0.002136749,0.005930394,0.00210405,0.000783335,0.00142234,0.008709325,0.000601505,0.1373445,0.001751755,0.004969045,0.000324442,0.001369246,0.1754739,0.005335614,0.002737515,0.001329079,0.000336101,0.01984171,0.000876416,0.003810892,0.01356491,0.001795263,0.00323933,0.002942991,0.7347636,0.5895063,0.003142332
>3J9B:D&K>3KQH:C&D>5NEW:H,0.8179523,0.01386076,0.04341038,0.000831707,0.0213674,0.00197865,0.006029588,0.07155419,0.003048426,0.161981,0.2521225,0.8532509,0.2111342,0.06739184,0.01980864,0.000836616,0.07856471,0.01418561,0.000185085,0.004550437,0.01543167,0.3196834,0.556524,0.000360602,0.000141749,0.005972613,0.001360346,0.002357346,0.000491468,0.01895493,0.001056833,0.117642,0.05038754,0.00042291,0.06991246,0.00030577,0.002912252,0.01376353,0.005316547,0.002787785,0.009042758,0.001009445,0.000470346,0.009593519,0.001009899,0.04868853,0.2299353,0.01322975,0.001287061,0.003595252,0.001705333,0.00073749,0.01661379,0.001900233,0.01031733,0.03473837,0.01019989,0.03171667,0.000228115,0.02291539,0.01155865,0.07703397,0.06982234,0.001624971,0.000633601,0.07499687,0.002136749,0.005930394,0.00210405,0.000783335,0.00142234,0.008709325,0.000601505,0.1373445,0.001751755,0.004969045,0.000324442,0.001369246,0.1754739,0.005335614,0.002737515,0.001329079,0.000336101,0.01984171,0.000876416,0.003810892,0.01356491,0.001795263,0.00323933,0.002753977,0.7347636,0.5895063,0.002326314
>3QSU:P&R>4HT8:I&K>4HT9:D>4TYW:B>4TZ0:B>4TZ6:B>4YOV:B&D&F>5K8H:A,0.8387579,0.01559682,0.04866491,0.000962943,0.02274269,0.002558356,0.006596931,0.07993068,0.003248551,0.1828611,0.2643384,0.8706602,0.2365619,0.07720225,0.02286204,0.000891668,0.08330812,0.01609872,0.000177782,0.005264497,0.01782266,0.352345,0.5923156,0.000417464,0.000159782,0.00653463,0.00146184,0.0026796,0.000553966,0.0182205,0.001191139,0.1337186,0.05787622,0.000489592,0.07811289,0.000293706,0.004087667,0.01590023,0.005988946,0.00391316,0.01045436,0.001666509,0.000530158,0.0130799,0.001169026,0.05593958,0.2568899,0.01528487,0.001760154,0.00405084,0.001921894,0.001008778,0.01768866,0.002141492,0.01128354,0.03791005,0.01086438,0.02828997,0.000257132,0.02575594,0.01087258,0.07833439,0.07801312,0.001654685,0.00073348,0.08581252,0.003626654,0.006859507,0.002242317,0.000906796,0.001515877,0.01034088,0.000531947,0.1556387,0.002027538,0.005059598,0.000345803,0.001543193,0.1496266,0.006010406,0.002573663,0.001497931,0.00035823,0.02112093,0.001368339,0.004293689,0.0152645,0.002023221,0.003748425,0.003103291,0.7623138,0.6244325,0.002621527
>4LJ0:C&D&E>5LZY:hh,0.8387579,0.01559682,0.04866491,0.000962943,0.02274269,0.002558356,0.006596931,0.07993068,0.003248551,0.1828611,0.2643384,0.8706602,0.2365619,0.07720225,0.02286204,0.000891668,0.08330812,0.01609872,0.000177782,0.005264497,0.01782266,0.352345,0.5923156,0.000417464,0.000159782,0.00653463,0.00146184,0.0026796,0.000553966,0.0182205,0.001191139,0.1337186,0.05787622,0.000489592,0.07811289,0.000293706,0.004087667,0.01590023,0.005988946,0.00391316,0.01045436,0.001666509,0.000530158,0.0130799,0.001169026,0.05593958,0.2568899,0.01528487,0.001760154,0.00405084,0.001921894,0.001008778,0.01768866,0.002141492,0.01128354,0.03791005,0.01086438,0.02828997,0.000257132,0.02575594,0.01087258,0.07833439,0.07801312,0.001654685,0.00073348,0.08581252,0.003626654,0.006859507,0.002242317,0.000906796,0.001515877,0.01034088,0.000531947,0.1556387,0.002027538,0.005059598,0.000345803,0.001543193,0.1496266,0.006010406,0.002573663,0.001497931,0.00035823,0.02112093,0.001368339,0.004293689,0.0152645,0.002023221,0.003748425,0.003103291,0.7623138,0.6244325,0.002621527
>2XHB:E>3GIB:H>3P22:B&D&F&H>4B3G:G&H>4TYY:B,0.8387579,0.01559682,0.04866491,0.000962943,0.02274269,0.002558356,0.006596931,0.07993068,0.003248551,0.1828611,0.2643384,0.8706602,0.2365619,0.07720225,0.02286204,0.000891668,0.08330812,0.01609872,0.000177782,0.005264497,0.01782266,0.352345,0.5923156,0.000417464,0.000159782,0.00653463,0.00146184,0.0026796,0.000553966,0.0182205,0.001191139,0.1337186,0.05787622,0.000489592,0.07811289,0.000293706,0.004087667,0.01590023,0.005988946,0.00391316,0.01045436,0.001666509,0.000530158,0.0130799,0.001169026,0.05593958,0.2568899,0.01528487,0.001760154,0.00405084,0.001921894,0.001008778,0.01768866,0.002141492,0.01128354,0.03791005,0.01086438,0.02828997,0.000257132,0.02575594,0.01087258,0.07833439,0.07801312,0.001654685,0.00073348,0.08581252,0.003626654,0.006859507,0.002242317,0.000906796,0.001515877,0.01034088,0.000531947,0.1556387,0.002027538,0.005059598,0.000345803,0.001543193,0.1496266,0.006010406,0.002573663,0.001497931,0.00035823,0.02112093,0.001368339,0.004293689,0.0152645,0.002023221,0.003748425,0.003103291,0.7623138,0.6244325,0.002621527
>1A34:B>2PO1:C>2VNU:B>4IJS:E&F&G&H>4NIA:a&b&c&d&P&Q&R&S&T&U&V&W&X&Y&Z>4OQ8:B>4OQ9:a&b&c&d&P&Q&R&S&T&U&V&W&X&Y&Z>5JRC:E,0.8387579,0.01559682,0.03966337,0.000962943,0.02274269,0.002558356,0.006596931,0.07993068,0.003248551,0.1828611,0.2643384,0.8706602,0.2365619,0.07720225,0.01464158,0.000720048,0.08330812,0.01609872,0.000177782,0.005264497,0.01782266,0.352345,0.5923156,0.000417464,0.000159782,0.00653463,0.00146184,0.0026796,0.000553966,0.0182205,0.000961935,0.1337186,0.05787622,0.000489592,0.064031,0.000293706,0.004087667,0.01590023,0.004841005,0.00391316,0.01045436,0.001666509,0.000428089,0.0130799,0.001169026,0.05593958,0.2568899,0.01528487,0.001760154,0.00612667,0.001921894,0.001008778,0.01768866,0.002141492,0.01128354,0.02382894,0.008790199,0.02828997,0.000257132,0.02575594,0.01087258,0.07833439,0.07801312,0.001654685,0.00073348,0.08581252,0.003626654,0.006859507,0.002242317,0.000906796,0.001224263,0.01034088,0.000531947,0.1556387,0.002027538,0.004089058,0.000345803,0.001543193,0.1496266,0.006010406,0.002573663,0.001497931,0.00035823,0.02112093,0.001368339,0.004293689,0.0152645,0.002023221,0.003748425,0.003103291,0.7623138,0.6244325,0.002621527
>1CVJ:M&N&O&P&Q&R&S&T>4F02:B&E>4JRD:A&B,0.8387579,0.01559682,0.03966337,0.000962943,0.02274269,0.002558356,0.006596931,0.07993068,0.003248551,0.1828611,0.2643384,0.8706602,0.2365619,0.07720225,0.01464158,0.000720048,0.08330812,0.01609872,0.000177782,0.005264497,0.01782266,0.352345,0.5923156,0.000417464,0.000159782,0.00653463,0.00146184,0.0026796,0.000553966,0.0182205,0.000961935,0.1337186,0.05787622,0.000489592,0.064031,0.000293706,0.004087667,0.01590023,0.004841005,0.00391316,0.01045436,0.001666509,0.000428089,0.0130799,0.001169026,0.05593958,0.2568899,0.01528487,0.001760154,0.00612667,0.001921894,0.001008778,0.01768866,0.002141492,0.01128354,0.02382894,0.008790199,0.02828997,0.000257132,0.02575594,0.01087258,0.07833439,0.07801312,0.001654685,0.00073348,0.08581252,0.003626654,0.006859507,0.002242317,0.000906796,0.001224263,0.01034088,0.000531947,0.1556387,0.002027538,0.004089058,0.000345803,0.001543193,0.1496266,0.006010406,0.002573663,0.001497931,0.00035823,0.02112093,0.001368339,0.004293689,0.0152645,0.002023221,0.003748425,0.003103291,0.7623138,0.6244325,0.002621527
